mpicxx -O3 -DUSE_HIP -w src/task1_shared.cu -o build/task1
mpicxx -O3 -DUSE_HIP -w src/task2.cu -o build/task2
Running task1...
Iteration 100, Residual: 5.129998e+05, Error: 1.324026e+03
Iteration 41900, Residual: 3.902712e+00, Error: 4.032201e-02
Iteration 42000, Residual: 3.814856e+00, Error: 4.026812e-02
Iteration 42100, Residual: 3.728977e+00, Error: 4.023887e-02
Iteration 42200, Residual: 3.645032e+00, Error: 4.023270e-02
Iteration 42300, Residual: 3.562977e+00, Error: 4.024811e-02
Iteration 42400, Residual: 3.482769e+00, Error: 4.028364e-02
Iteration 42500, Residual: 3.404366e+00, Error: 4.033787e-02
Iteration 42600, Residual: 3.327729e+00, Error: 4.040944e-02
Iteration 42700, Residual: 3.252817e+00, Error: 4.049704e-02
Iteration 42800, Residual: 3.179591e+00, Error: 4.059941e-02
Iteration 42900, Residual: 3.108013e+00, Error: 4.071535e-02
Iteration 43000, Residual: 3.038047e+00, Error: 4.084372e-02
Iteration 43100, Residual: 2.969656e+00, Error: 4.098344e-02
Iteration 43200, Residual: 2.902804e+00, Error: 4.113349e-02
Iteration 43300, Residual: 2.837458e+00, Error: 4.129288e-02
Iteration 43400, Residual: 2.773582e+00, Error: 4.146070e-02
Iteration 43500, Residual: 2.711145e+00, Error: 4.163609e-02
Iteration 43600, Residual: 2.650113e+00, Error: 4.181824e-02
Iteration 43700, Residual: 2.590454e+00, Error: 4.200638e-02
Iteration 43800, Residual: 2.532139e+00, Error: 4.219980e-02
Iteration 43900, Residual: 2.475137e+00, Error: 4.239783e-02
Iteration 44000, Residual: 2.419418e+00, Error: 4.259986e-02
Iteration 44100, Residual: 2.364953e+00, Error: 4.280529e-02
Iteration 44200, Residual: 2.311714e+00, Error: 4.301360e-02
Iteration 44300, Residual: 2.259674e+00, Error: 4.322428e-02
Iteration 44400, Residual: 2.208805e+00, Error: 4.343686e-02
Iteration 44500, Residual: 2.159082e+00, Error: 4.365091e-02
Iteration 44600, Residual: 2.110477e+00, Error: 4.386604e-02
Iteration 44700, Residual: 2.062967e+00, Error: 4.408187e-02
Iteration 44800, Residual: 2.016527e+00, Error: 4.429806e-02
Iteration 44900, Residual: 1.971132e+00, Error: 4.451431e-02
Iteration 45000, Residual: 1.926758e+00, Error: 4.473031e-02
Iteration 45100, Residual: 1.883384e+00, Error: 4.494582e-02
Iteration 45200, Residual: 1.840986e+00, Error: 4.516058e-02
Iteration 45300, Residual: 1.799543e+00, Error: 4.537437e-02
Iteration 45400, Residual: 1.759032e+00, Error: 4.558699e-02
Iteration 45500, Residual: 1.719434e+00, Error: 4.579826e-02
Iteration 45600, Residual: 1.680727e+00, Error: 4.600801e-02
Iteration 45700, Residual: 1.642891e+00, Error: 4.621609e-02
Iteration 45800, Residual: 1.605907e+00, Error: 4.642236e-02
Iteration 45900, Residual: 1.569755e+00, Error: 4.662669e-02
Iteration 46000, Residual: 1.534418e+00, Error: 4.682898e-02
Iteration 46100, Residual: 1.499876e+00, Error: 4.702912e-02
Iteration 46200, Residual: 1.466111e+00, Error: 4.722703e-02
Iteration 46300, Residual: 1.433107e+00, Error: 4.742264e-02
Iteration 46400, Residual: 1.400845e+00, Error: 4.761586e-02
Iteration 46500, Residual: 1.369310e+00, Error: 4.780664e-02
Iteration 46600, Residual: 1.338485e+00, Error: 4.799494e-02
Iteration 46700, Residual: 1.308354e+00, Error: 4.818069e-02
Iteration 46800, Residual: 1.278901e+00, Error: 4.836388e-02
Iteration 46900, Residual: 1.250111e+00, Error: 4.854446e-02
Iteration 47000, Residual: 1.221969e+00, Error: 4.872241e-02
Iteration 47100, Residual: 1.194460e+00, Error: 4.889771e-02
Iteration 47200, Residual: 1.167571e+00, Error: 4.907035e-02
Iteration 47300, Residual: 1.141287e+00, Error: 4.924031e-02
Iteration 47400, Residual: 1.115595e+00, Error: 4.940760e-02
Iteration 47500, Residual: 1.090481e+00, Error: 4.957220e-02
Iteration 47600, Residual: 1.065933e+00, Error: 4.973412e-02
Iteration 47700, Residual: 1.041937e+00, Error: 4.989337e-02
Iteration 47800, Residual: 1.018482e+00, Error: 5.004996e-02
Iteration 47900, Residual: 9.955540e-01, Error: 5.020389e-02
Iteration 48000, Residual: 9.731425e-01, Error: 5.035517e-02
Iteration 48100, Residual: 9.512356e-01, Error: 5.050383e-02
Iteration 48200, Residual: 9.298218e-01, Error: 5.064988e-02
Iteration 48300, Residual: 9.088901e-01, Error: 5.079335e-02
Iteration 48400, Residual: 8.884296e-01, Error: 5.093424e-02
Iteration 48500, Residual: 8.684297e-01, Error: 5.107260e-02
Iteration 48600, Residual: 8.488800e-01, Error: 5.120843e-02
Iteration 48700, Residual: 8.297704e-01, Error: 5.134177e-02
Iteration 48800, Residual: 8.110910e-01, Error: 5.147264e-02
Iteration 48900, Residual: 7.928321e-01, Error: 5.160107e-02
Iteration 49000, Residual: 7.749842e-01, Error: 5.172710e-02
Iteration 49100, Residual: 7.575381e-01, Error: 5.185074e-02
Iteration 49200, Residual: 7.404848e-01, Error: 5.197203e-02
Iteration 49300, Residual: 7.238153e-01, Error: 5.209100e-02
Iteration 49400, Residual: 7.075211e-01, Error: 5.220768e-02
Iteration 49500, Residual: 6.915937e-01, Error: 5.232211e-02
Iteration 49600, Residual: 6.760249e-01, Error: 5.243431e-02
Iteration 49700, Residual: 6.608065e-01, Error: 5.254432e-02
Iteration 49800, Residual: 6.459308e-01, Error: 5.265217e-02
Iteration 49900, Residual: 6.313899e-01, Error: 5.275789e-02
Iteration 50000, Residual: 6.171763e-01, Error: 5.286151e-02
Iteration 50100, Residual: 6.032827e-01, Error: 5.296308e-02
Iteration 50200, Residual: 5.897019e-01, Error: 5.306261e-02
Iteration 50300, Residual: 5.764268e-01, Error: 5.316015e-02
Iteration 50400, Residual: 5.634506e-01, Error: 5.325573e-02
Iteration 50500, Residual: 5.507664e-01, Error: 5.334937e-02
Iteration 50600, Residual: 5.383678e-01, Error: 5.344112e-02
Iteration 50700, Residual: 5.262483e-01, Error: 5.353100e-02
Iteration 50800, Residual: 5.144017e-01, Error: 5.361905e-02
Iteration 50900, Residual: 5.028217e-01, Error: 5.370529e-02
Iteration 51000, Residual: 4.915024e-01, Error: 5.378977e-02
Iteration 51100, Residual: 4.804379e-01, Error: 5.387250e-02
Iteration 51200, Residual: 4.696225e-01, Error: 5.395353e-02
Iteration 51300, Residual: 4.590506e-01, Error: 5.403289e-02
Iteration 51400, Residual: 4.487167e-01, Error: 5.411060e-02
Iteration 51500, Residual: 4.386154e-01, Error: 5.418669e-02
Iteration 51600, Residual: 4.287415e-01, Error: 5.426119e-02
Iteration 51700, Residual: 4.190898e-01, Error: 5.433414e-02
Iteration 51800, Residual: 4.096555e-01, Error: 5.440556e-02
Iteration 51900, Residual: 4.004335e-01, Error: 5.447549e-02
Iteration 52000, Residual: 3.914191e-01, Error: 5.454394e-02
Final Iteration 52016, Residual: 3.899958e-01, Error: 5.455476e-02
Total Time: 46.288174 s
Total Bandwidth: 1473.187561 GB/s
Total GFLOPS: 349.882046 GFLOPS
All Steps completed.
