mpicxx -O3 -DUSE_HIP -w src/task1.cu -o build/task1
mpicxx -O3 -DUSE_HIP -w src/task2.cu -o build/task2
Running task1...
Iteration 100, Residual: 1.612945e+06, Error: 2.524606e+03
Iteration 74200, Residual: 5.587979e+01, Error: 5.962913e-01
Iteration 74300, Residual: 5.531864e+01, Error: 5.899843e-01
Iteration 74400, Residual: 5.476313e+01, Error: 5.837408e-01
Iteration 74500, Residual: 5.421319e+01, Error: 5.775602e-01
Iteration 74600, Residual: 5.366878e+01, Error: 5.714419e-01
Iteration 74700, Residual: 5.312983e+01, Error: 5.653852e-01
Iteration 74800, Residual: 5.259630e+01, Error: 5.593896e-01
Iteration 74900, Residual: 5.206812e+01, Error: 5.534544e-01
Iteration 75000, Residual: 5.154525e+01, Error: 5.475790e-01
Iteration 75100, Residual: 5.102763e+01, Error: 5.417629e-01
Iteration 75200, Residual: 5.051521e+01, Error: 5.360054e-01
Iteration 75300, Residual: 5.000793e+01, Error: 5.303059e-01
Iteration 75400, Residual: 4.950575e+01, Error: 5.246639e-01
Iteration 75500, Residual: 4.900861e+01, Error: 5.190788e-01
Iteration 75600, Residual: 4.851646e+01, Error: 5.135500e-01
Iteration 75700, Residual: 4.802926e+01, Error: 5.080770e-01
Iteration 75800, Residual: 4.754695e+01, Error: 5.026592e-01
Iteration 75900, Residual: 4.706948e+01, Error: 4.972961e-01
Iteration 76000, Residual: 4.659680e+01, Error: 4.919870e-01
Iteration 76100, Residual: 4.612888e+01, Error: 4.867315e-01
Iteration 76200, Residual: 4.566565e+01, Error: 4.815291e-01
Iteration 76300, Residual: 4.520707e+01, Error: 4.763791e-01
Iteration 76400, Residual: 4.475310e+01, Error: 4.712811e-01
Iteration 76500, Residual: 4.430369e+01, Error: 4.662346e-01
Iteration 76600, Residual: 4.385879e+01, Error: 4.612390e-01
Iteration 76700, Residual: 4.341836e+01, Error: 4.562939e-01
Iteration 76800, Residual: 4.298235e+01, Error: 4.513987e-01
Iteration 76900, Residual: 4.255072e+01, Error: 4.465530e-01
Iteration 77000, Residual: 4.212343e+01, Error: 4.417561e-01
Iteration 77100, Residual: 4.170042e+01, Error: 4.370078e-01
Iteration 77200, Residual: 4.128167e+01, Error: 4.323074e-01
Iteration 77300, Residual: 4.086711e+01, Error: 4.276545e-01
Iteration 77400, Residual: 4.045673e+01, Error: 4.230486e-01
Iteration 77500, Residual: 4.005046e+01, Error: 4.184893e-01
Iteration 77600, Residual: 3.964827e+01, Error: 4.139761e-01
Iteration 77700, Residual: 3.925012e+01, Error: 4.095084e-01
Iteration 77800, Residual: 3.885597e+01, Error: 4.050860e-01
Iteration 77900, Residual: 3.846578e+01, Error: 4.007083e-01
Iteration 78000, Residual: 3.807951e+01, Error: 3.963749e-01
Iteration 78100, Residual: 3.769711e+01, Error: 3.920853e-01
Iteration 78200, Residual: 3.731856e+01, Error: 3.878391e-01
Iteration 78300, Residual: 3.694381e+01, Error: 3.836359e-01
Iteration 78400, Residual: 3.657282e+01, Error: 3.794752e-01
Iteration 78500, Residual: 3.620555e+01, Error: 3.753567e-01
Iteration 78600, Residual: 3.584198e+01, Error: 3.712798e-01
Iteration 78700, Residual: 3.548205e+01, Error: 3.672443e-01
Iteration 78800, Residual: 3.512574e+01, Error: 3.632496e-01
Iteration 78900, Residual: 3.477301e+01, Error: 3.592954e-01
Iteration 79000, Residual: 3.442382e+01, Error: 3.553812e-01
Iteration 79100, Residual: 3.407813e+01, Error: 3.515068e-01
Iteration 79200, Residual: 3.373592e+01, Error: 3.476716e-01
Iteration 79300, Residual: 3.339715e+01, Error: 3.438753e-01
Iteration 79400, Residual: 3.306177e+01, Error: 3.401175e-01
Iteration 79500, Residual: 3.272977e+01, Error: 3.363978e-01
Iteration 79600, Residual: 3.240110e+01, Error: 3.327158e-01
Iteration 79700, Residual: 3.207572e+01, Error: 3.290713e-01
Iteration 79800, Residual: 3.175362e+01, Error: 3.254637e-01
Iteration 79900, Residual: 3.143475e+01, Error: 3.218928e-01
Iteration 80000, Residual: 3.111908e+01, Error: 3.183581e-01
Iteration 80100, Residual: 3.080659e+01, Error: 3.148593e-01
Iteration 80200, Residual: 3.049723e+01, Error: 3.113961e-01
Iteration 80300, Residual: 3.019098e+01, Error: 3.079681e-01
Iteration 80400, Residual: 2.988780e+01, Error: 3.045750e-01
Iteration 80500, Residual: 2.958767e+01, Error: 3.012164e-01
Iteration 80600, Residual: 2.929055e+01, Error: 2.978919e-01
Iteration 80700, Residual: 2.899641e+01, Error: 2.946013e-01
Iteration 80800, Residual: 2.870523e+01, Error: 2.913442e-01
Iteration 80900, Residual: 2.841697e+01, Error: 2.881202e-01
Iteration 81000, Residual: 2.813161e+01, Error: 2.849291e-01
Iteration 81100, Residual: 2.784911e+01, Error: 2.817705e-01
Iteration 81200, Residual: 2.756946e+01, Error: 2.786441e-01
Iteration 81300, Residual: 2.729260e+01, Error: 2.755496e-01
Iteration 81400, Residual: 2.701853e+01, Error: 2.724867e-01
Iteration 81500, Residual: 2.674721e+01, Error: 2.694550e-01
Iteration 81600, Residual: 2.647862e+01, Error: 2.664542e-01
Iteration 81700, Residual: 2.621272e+01, Error: 2.634842e-01
Iteration 81800, Residual: 2.594949e+01, Error: 2.605444e-01
Iteration 81900, Residual: 2.568891e+01, Error: 2.576347e-01
Iteration 82000, Residual: 2.543094e+01, Error: 2.547548e-01
Iteration 82100, Residual: 2.517557e+01, Error: 2.519043e-01
Iteration 82200, Residual: 2.492275e+01, Error: 2.490830e-01
Iteration 82300, Residual: 2.467248e+01, Error: 2.462906e-01
Iteration 82400, Residual: 2.442472e+01, Error: 2.435268e-01
Iteration 82500, Residual: 2.417945e+01, Error: 2.407913e-01
Iteration 82600, Residual: 2.393664e+01, Error: 2.380839e-01
Iteration 82700, Residual: 2.369627e+01, Error: 2.354042e-01
Iteration 82800, Residual: 2.345831e+01, Error: 2.327520e-01
Iteration 82900, Residual: 2.322275e+01, Error: 2.301271e-01
Iteration 83000, Residual: 2.298954e+01, Error: 2.275292e-01
Iteration 83100, Residual: 2.275868e+01, Error: 2.249580e-01
Iteration 83200, Residual: 2.253014e+01, Error: 2.224132e-01
Iteration 83300, Residual: 2.230390e+01, Error: 2.198946e-01
Iteration 83400, Residual: 2.207992e+01, Error: 2.174019e-01
Iteration 83500, Residual: 2.185820e+01, Error: 2.149350e-01
Iteration 83600, Residual: 2.163870e+01, Error: 2.124935e-01
Iteration 83700, Residual: 2.142140e+01, Error: 2.100771e-01
Iteration 83800, Residual: 2.120629e+01, Error: 2.076857e-01
Iteration 83900, Residual: 2.099334e+01, Error: 2.053191e-01
Iteration 84000, Residual: 2.078252e+01, Error: 2.029769e-01
Iteration 84100, Residual: 2.057383e+01, Error: 2.006589e-01
Iteration 84200, Residual: 2.036722e+01, Error: 1.983650e-01
Iteration 84300, Residual: 2.016270e+01, Error: 1.960948e-01
Iteration 84400, Residual: 1.996023e+01, Error: 1.938481e-01
Iteration 84500, Residual: 1.975979e+01, Error: 1.916248e-01
Iteration 84600, Residual: 1.956136e+01, Error: 1.894246e-01
Iteration 84700, Residual: 1.936492e+01, Error: 1.872472e-01
Iteration 84800, Residual: 1.917046e+01, Error: 1.850925e-01
Iteration 84900, Residual: 1.897795e+01, Error: 1.829603e-01
Iteration 85000, Residual: 1.878738e+01, Error: 1.808502e-01
Iteration 85100, Residual: 1.859872e+01, Error: 1.787622e-01
Iteration 85200, Residual: 1.841195e+01, Error: 1.766960e-01
Iteration 85300, Residual: 1.822706e+01, Error: 1.746514e-01
Iteration 85400, Residual: 1.804402e+01, Error: 1.726282e-01
Iteration 85500, Residual: 1.786283e+01, Error: 1.706261e-01
Iteration 85600, Residual: 1.768345e+01, Error: 1.686451e-01
Iteration 85700, Residual: 1.750587e+01, Error: 1.666849e-01
Iteration 85800, Residual: 1.733008e+01, Error: 1.647453e-01
Iteration 85900, Residual: 1.715605e+01, Error: 1.628260e-01
Iteration 86000, Residual: 1.698377e+01, Error: 1.609270e-01
Iteration 86100, Residual: 1.681322e+01, Error: 1.590480e-01
Iteration 86200, Residual: 1.664438e+01, Error: 1.571889e-01
Iteration 86300, Residual: 1.647724e+01, Error: 1.553494e-01
Iteration 86400, Residual: 1.631178e+01, Error: 1.535294e-01
Iteration 86500, Residual: 1.614798e+01, Error: 1.517287e-01
Iteration 86600, Residual: 1.598582e+01, Error: 1.499471e-01
Iteration 86700, Residual: 1.582529e+01, Error: 1.481845e-01
Iteration 86800, Residual: 1.566638e+01, Error: 1.464406e-01
Iteration 86900, Residual: 1.550905e+01, Error: 1.447153e-01
Iteration 87000, Residual: 1.535331e+01, Error: 1.430084e-01
Iteration 87100, Residual: 1.519914e+01, Error: 1.413198e-01
Iteration 87200, Residual: 1.504651e+01, Error: 1.396493e-01
Iteration 87300, Residual: 1.489541e+01, Error: 1.379967e-01
Iteration 87400, Residual: 1.474583e+01, Error: 1.363619e-01
Iteration 87500, Residual: 1.459776e+01, Error: 1.347446e-01
Iteration 87600, Residual: 1.445117e+01, Error: 1.331448e-01
Iteration 87700, Residual: 1.430605e+01, Error: 1.315624e-01
Iteration 87800, Residual: 1.416239e+01, Error: 1.299970e-01
Iteration 87900, Residual: 1.402017e+01, Error: 1.284486e-01
Iteration 88000, Residual: 1.387938e+01, Error: 1.269171e-01
Iteration 88100, Residual: 1.374001e+01, Error: 1.254022e-01
Iteration 88200, Residual: 1.360203e+01, Error: 1.239039e-01
Iteration 88300, Residual: 1.346544e+01, Error: 1.224220e-01
Iteration 88400, Residual: 1.333022e+01, Error: 1.209563e-01
Iteration 88500, Residual: 1.319636e+01, Error: 1.195068e-01
Iteration 88600, Residual: 1.306384e+01, Error: 1.180732e-01
Iteration 88700, Residual: 1.293266e+01, Error: 1.166554e-01
Iteration 88800, Residual: 1.280279e+01, Error: 1.152533e-01
Iteration 88900, Residual: 1.267422e+01, Error: 1.138668e-01
Iteration 89000, Residual: 1.254695e+01, Error: 1.124958e-01
Iteration 89100, Residual: 1.242095e+01, Error: 1.111400e-01
Iteration 89200, Residual: 1.229622e+01, Error: 1.097994e-01
Iteration 89300, Residual: 1.217274e+01, Error: 1.084738e-01
Iteration 89400, Residual: 1.205051e+01, Error: 1.071632e-01
Iteration 89500, Residual: 1.192950e+01, Error: 1.058673e-01
Iteration 89600, Residual: 1.180970e+01, Error: 1.045861e-01
Iteration 89700, Residual: 1.169111e+01, Error: 1.033195e-01
Iteration 89800, Residual: 1.157371e+01, Error: 1.020673e-01
Iteration 89900, Residual: 1.145749e+01, Error: 1.008295e-01
Iteration 90000, Residual: 1.134243e+01, Error: 9.960581e-02
Iteration 90100, Residual: 1.122853e+01, Error: 9.839624e-02
Iteration 90200, Residual: 1.111577e+01, Error: 9.720065e-02
Iteration 90300, Residual: 1.100415e+01, Error: 9.601892e-02
Iteration 90400, Residual: 1.089365e+01, Error: 9.485096e-02
Iteration 90500, Residual: 1.078425e+01, Error: 9.369665e-02
Iteration 90600, Residual: 1.067596e+01, Error: 9.255589e-02
Iteration 90700, Residual: 1.056875e+01, Error: 9.142858e-02
Iteration 90800, Residual: 1.046262e+01, Error: 9.031461e-02
Iteration 90900, Residual: 1.035756e+01, Error: 8.921388e-02
Iteration 91000, Residual: 1.025355e+01, Error: 8.812630e-02
Iteration 91100, Residual: 1.015058e+01, Error: 8.705177e-02
Iteration 91200, Residual: 1.004865e+01, Error: 8.599019e-02
Iteration 91300, Residual: 9.947743e+00, Error: 8.494147e-02
Iteration 91400, Residual: 9.847848e+00, Error: 8.390551e-02
Iteration 91500, Residual: 9.748957e+00, Error: 8.288224e-02
Iteration 91600, Residual: 9.651058e+00, Error: 8.187155e-02
Iteration 91700, Residual: 9.554143e+00, Error: 8.087336e-02
Iteration 91800, Residual: 9.458201e+00, Error: 7.988758e-02
Iteration 91900, Residual: 9.363223e+00, Error: 7.891413e-02
Iteration 92000, Residual: 9.269198e+00, Error: 7.795293e-02
Iteration 92100, Residual: 9.176117e+00, Error: 7.700389e-02
Iteration 92200, Residual: 9.083971e+00, Error: 7.606693e-02
Iteration 92300, Residual: 8.992751e+00, Error: 7.514198e-02
Iteration 92400, Residual: 8.902446e+00, Error: 7.422896e-02
Iteration 92500, Residual: 8.813049e+00, Error: 7.332778e-02
Iteration 92600, Residual: 8.724549e+00, Error: 7.243839e-02
Iteration 92700, Residual: 8.636937e+00, Error: 7.156070e-02
Iteration 92800, Residual: 8.550206e+00, Error: 7.069464e-02
Iteration 92900, Residual: 8.464345e+00, Error: 6.984014e-02
Iteration 93000, Residual: 8.379347e+00, Error: 6.899714e-02
Iteration 93100, Residual: 8.295202e+00, Error: 6.816556e-02
Iteration 93200, Residual: 8.211902e+00, Error: 6.734534e-02
Iteration 93300, Residual: 8.129439e+00, Error: 6.653641e-02
Iteration 93400, Residual: 8.047804e+00, Error: 6.573871e-02
Iteration 93500, Residual: 7.966989e+00, Error: 6.495218e-02
Iteration 93600, Residual: 7.886985e+00, Error: 6.417676e-02
Iteration 93700, Residual: 7.807784e+00, Error: 6.341238e-02
Iteration 93800, Residual: 7.729379e+00, Error: 6.265898e-02
Iteration 93900, Residual: 7.651761e+00, Error: 6.191652e-02
Iteration 94000, Residual: 7.574923e+00, Error: 6.118492e-02
Iteration 94100, Residual: 7.498856e+00, Error: 6.046414e-02
Iteration 94200, Residual: 7.423553e+00, Error: 5.975412e-02
Iteration 94300, Residual: 7.349006e+00, Error: 5.905481e-02
Iteration 94400, Residual: 7.275208e+00, Error: 5.836615e-02
Iteration 94500, Residual: 7.202151e+00, Error: 5.768809e-02
Iteration 94600, Residual: 7.129828e+00, Error: 5.702058e-02
Iteration 94700, Residual: 7.058230e+00, Error: 5.636357e-02
Iteration 94800, Residual: 6.987352e+00, Error: 5.571701e-02
Iteration 94900, Residual: 6.917186e+00, Error: 5.508085e-02
Iteration 95000, Residual: 6.847724e+00, Error: 5.445504e-02
Iteration 95100, Residual: 6.778960e+00, Error: 5.383954e-02
Iteration 95200, Residual: 6.710886e+00, Error: 5.323430e-02
Iteration 95300, Residual: 6.643496e+00, Error: 5.263926e-02
Iteration 95400, Residual: 6.576782e+00, Error: 5.205439e-02
Iteration 95500, Residual: 6.510739e+00, Error: 5.147965e-02
Iteration 95600, Residual: 6.445358e+00, Error: 5.091497e-02
Iteration 95700, Residual: 6.380635e+00, Error: 5.036032e-02
Iteration 95800, Residual: 6.316561e+00, Error: 4.981566e-02
Iteration 95900, Residual: 6.253130e+00, Error: 4.928093e-02
Iteration 96000, Residual: 6.190337e+00, Error: 4.875610e-02
Iteration 96100, Residual: 6.128174e+00, Error: 4.824111e-02
Iteration 96200, Residual: 6.066635e+00, Error: 4.773593e-02
Iteration 96300, Residual: 6.005715e+00, Error: 4.724050e-02
Iteration 96400, Residual: 5.945406e+00, Error: 4.675479e-02
Iteration 96500, Residual: 5.885702e+00, Error: 4.627874e-02
Iteration 96600, Residual: 5.826599e+00, Error: 4.581231e-02
Iteration 96700, Residual: 5.768088e+00, Error: 4.535545e-02
Iteration 96800, Residual: 5.710166e+00, Error: 4.490812e-02
Iteration 96900, Residual: 5.652825e+00, Error: 4.447027e-02
Iteration 97000, Residual: 5.596059e+00, Error: 4.404184e-02
Iteration 97100, Residual: 5.539864e+00, Error: 4.362279e-02
Iteration 97200, Residual: 5.484233e+00, Error: 4.321306e-02
Iteration 97300, Residual: 5.429161e+00, Error: 4.281261e-02
Iteration 97400, Residual: 5.374642e+00, Error: 4.242139e-02
Iteration 97500, Residual: 5.320670e+00, Error: 4.203933e-02
Iteration 97600, Residual: 5.267240e+00, Error: 4.166638e-02
Iteration 97700, Residual: 5.214347e+00, Error: 4.130248e-02
Iteration 97800, Residual: 5.161985e+00, Error: 4.094759e-02
Iteration 97900, Residual: 5.110149e+00, Error: 4.060163e-02
Iteration 98000, Residual: 5.058833e+00, Error: 4.026454e-02
Iteration 98100, Residual: 5.008033e+00, Error: 3.993627e-02
Iteration 98200, Residual: 4.957743e+00, Error: 3.961675e-02
Iteration 98300, Residual: 4.907957e+00, Error: 3.930591e-02
Iteration 98400, Residual: 4.858672e+00, Error: 3.900368e-02
Iteration 98500, Residual: 4.809882e+00, Error: 3.870999e-02
Iteration 98600, Residual: 4.761581e+00, Error: 3.842478e-02
Iteration 98700, Residual: 4.713766e+00, Error: 3.814796e-02
Iteration 98800, Residual: 4.666430e+00, Error: 3.787946e-02
Iteration 98900, Residual: 4.619571e+00, Error: 3.761921e-02
Iteration 99000, Residual: 4.573181e+00, Error: 3.736712e-02
Iteration 99100, Residual: 4.527258e+00, Error: 3.712311e-02
Iteration 99200, Residual: 4.481795e+00, Error: 3.688709e-02
Iteration 99300, Residual: 4.436789e+00, Error: 3.665899e-02
Iteration 99400, Residual: 4.392236e+00, Error: 3.643871e-02
Iteration 99500, Residual: 4.348129e+00, Error: 3.622616e-02
Iteration 99600, Residual: 4.304466e+00, Error: 3.602125e-02
Iteration 99700, Residual: 4.261240e+00, Error: 3.582389e-02
Iteration 99800, Residual: 4.218449e+00, Error: 3.563397e-02
Iteration 99900, Residual: 4.176088e+00, Error: 3.545141e-02
Iteration 100000, Residual: 4.134152e+00, Error: 3.527610e-02
Iteration 100100, Residual: 4.092637e+00, Error: 3.510794e-02
Iteration 100200, Residual: 4.051539e+00, Error: 3.494683e-02
Iteration 100300, Residual: 4.010854e+00, Error: 3.479266e-02
Iteration 100400, Residual: 3.970577e+00, Error: 3.464533e-02
Iteration 100500, Residual: 3.930705e+00, Error: 3.450472e-02
Iteration 100600, Residual: 3.891233e+00, Error: 3.437074e-02
Iteration 100700, Residual: 3.852158e+00, Error: 3.424326e-02
Iteration 100800, Residual: 3.813475e+00, Error: 3.412218e-02
Iteration 100900, Residual: 3.775180e+00, Error: 3.400738e-02
Iteration 101000, Residual: 3.737270e+00, Error: 3.389875e-02
Iteration 101100, Residual: 3.699741e+00, Error: 3.379618e-02
Iteration 101200, Residual: 3.662588e+00, Error: 3.369954e-02
Iteration 101300, Residual: 3.625809e+00, Error: 3.360873e-02
Iteration 101400, Residual: 3.589399e+00, Error: 3.352363e-02
Iteration 101500, Residual: 3.553354e+00, Error: 3.344411e-02
Iteration 101600, Residual: 3.517672e+00, Error: 3.337007e-02
Iteration 101700, Residual: 3.482348e+00, Error: 3.330137e-02
Iteration 101800, Residual: 3.447378e+00, Error: 3.323792e-02
Iteration 101900, Residual: 3.412760e+00, Error: 3.317958e-02
Iteration 102000, Residual: 3.378489e+00, Error: 3.312624e-02
Iteration 102100, Residual: 3.344563e+00, Error: 3.307779e-02
Iteration 102200, Residual: 3.310977e+00, Error: 3.303410e-02
Iteration 102300, Residual: 3.277728e+00, Error: 3.299506e-02
Iteration 102400, Residual: 3.244814e+00, Error: 3.296055e-02
Iteration 102500, Residual: 3.212230e+00, Error: 3.293046e-02
Iteration 102600, Residual: 3.179973e+00, Error: 3.290467e-02
Iteration 102700, Residual: 3.148040e+00, Error: 3.288308e-02
Iteration 102800, Residual: 3.116427e+00, Error: 3.286555e-02
Iteration 102900, Residual: 3.085132e+00, Error: 3.285199e-02
Iteration 103000, Residual: 3.054152e+00, Error: 3.284228e-02
Iteration 103100, Residual: 3.023482e+00, Error: 3.283632e-02
Iteration 103200, Residual: 2.993121e+00, Error: 3.283399e-02
Iteration 103300, Residual: 2.963064e+00, Error: 3.283519e-02
Iteration 103400, Residual: 2.933309e+00, Error: 3.283981e-02
Iteration 103500, Residual: 2.903853e+00, Error: 3.284774e-02
Iteration 103600, Residual: 2.874693e+00, Error: 3.285889e-02
Iteration 103700, Residual: 2.845825e+00, Error: 3.287316e-02
Iteration 103800, Residual: 2.817248e+00, Error: 3.289043e-02
Iteration 103900, Residual: 2.788957e+00, Error: 3.291062e-02
Iteration 104000, Residual: 2.760951e+00, Error: 3.293363e-02
Iteration 104100, Residual: 2.733225e+00, Error: 3.295937e-02
Iteration 104200, Residual: 2.705779e+00, Error: 3.298773e-02
Iteration 104300, Residual: 2.678607e+00, Error: 3.301863e-02
Iteration 104400, Residual: 2.651709e+00, Error: 3.305198e-02
Iteration 104500, Residual: 2.625081e+00, Error: 3.308770e-02
Iteration 104600, Residual: 2.598720e+00, Error: 3.312568e-02
Iteration 104700, Residual: 2.572624e+00, Error: 3.316586e-02
Iteration 104800, Residual: 2.546790e+00, Error: 3.320815e-02
Iteration 104900, Residual: 2.521215e+00, Error: 3.325246e-02
Iteration 105000, Residual: 2.495897e+00, Error: 3.329873e-02
Iteration 105100, Residual: 2.470834e+00, Error: 3.334686e-02
Iteration 105200, Residual: 2.446022e+00, Error: 3.339679e-02
Iteration 105300, Residual: 2.421459e+00, Error: 3.344844e-02
Iteration 105400, Residual: 2.397143e+00, Error: 3.350174e-02
Iteration 105500, Residual: 2.373071e+00, Error: 3.355663e-02
Iteration 105600, Residual: 2.349241e+00, Error: 3.361302e-02
Iteration 105700, Residual: 2.325650e+00, Error: 3.367086e-02
Iteration 105800, Residual: 2.302296e+00, Error: 3.373009e-02
Iteration 105900, Residual: 2.279176e+00, Error: 3.379063e-02
Iteration 106000, Residual: 2.256289e+00, Error: 3.385242e-02
Iteration 106100, Residual: 2.233632e+00, Error: 3.391541e-02
Iteration 106200, Residual: 2.211202e+00, Error: 3.397954e-02
Iteration 106300, Residual: 2.188997e+00, Error: 3.404476e-02
Iteration 106400, Residual: 2.167015e+00, Error: 3.411099e-02
Iteration 106500, Residual: 2.145254e+00, Error: 3.417820e-02
Iteration 106600, Residual: 2.123712e+00, Error: 3.424634e-02
Iteration 106700, Residual: 2.102386e+00, Error: 3.431534e-02
Iteration 106800, Residual: 2.081274e+00, Error: 3.438516e-02
Iteration 106900, Residual: 2.060374e+00, Error: 3.445576e-02
Iteration 107000, Residual: 2.039684e+00, Error: 3.452709e-02
Iteration 107100, Residual: 2.019201e+00, Error: 3.459910e-02
Iteration 107200, Residual: 1.998925e+00, Error: 3.467174e-02
Iteration 107300, Residual: 1.978852e+00, Error: 3.474499e-02
Iteration 107400, Residual: 1.958980e+00, Error: 3.481879e-02
Iteration 107500, Residual: 1.939308e+00, Error: 3.489311e-02
Iteration 107600, Residual: 1.919834e+00, Error: 3.496791e-02
Iteration 107700, Residual: 1.900555e+00, Error: 3.504316e-02
Iteration 107800, Residual: 1.881470e+00, Error: 3.511881e-02
Iteration 107900, Residual: 1.862576e+00, Error: 3.519483e-02
Iteration 108000, Residual: 1.843872e+00, Error: 3.527119e-02
Iteration 108100, Residual: 1.825356e+00, Error: 3.534785e-02
Iteration 108200, Residual: 1.807026e+00, Error: 3.542479e-02
Iteration 108300, Residual: 1.788880e+00, Error: 3.550198e-02
Iteration 108400, Residual: 1.770916e+00, Error: 3.557938e-02
Iteration 108500, Residual: 1.753133e+00, Error: 3.565696e-02
Iteration 108600, Residual: 1.735528e+00, Error: 3.573471e-02
Iteration 108700, Residual: 1.718100e+00, Error: 3.581259e-02
Iteration 108800, Residual: 1.700847e+00, Error: 3.589057e-02
Iteration 108900, Residual: 1.683767e+00, Error: 3.596864e-02
Iteration 109000, Residual: 1.666859e+00, Error: 3.604677e-02
Iteration 109100, Residual: 1.650121e+00, Error: 3.612494e-02
Iteration 109200, Residual: 1.633550e+00, Error: 3.620312e-02
Iteration 109300, Residual: 1.617146e+00, Error: 3.628129e-02
Iteration 109400, Residual: 1.600907e+00, Error: 3.635944e-02
Iteration 109500, Residual: 1.584831e+00, Error: 3.643754e-02
Iteration 109600, Residual: 1.568916e+00, Error: 3.651557e-02
Iteration 109700, Residual: 1.553161e+00, Error: 3.659353e-02
Iteration 109800, Residual: 1.537565e+00, Error: 3.667138e-02
Iteration 109900, Residual: 1.522124e+00, Error: 3.674911e-02
Iteration 110000, Residual: 1.506839e+00, Error: 3.682671e-02
Iteration 110100, Residual: 1.491708e+00, Error: 3.690416e-02
Iteration 110200, Residual: 1.476728e+00, Error: 3.698144e-02
Iteration 110300, Residual: 1.461899e+00, Error: 3.705854e-02
Iteration 110400, Residual: 1.447219e+00, Error: 3.713545e-02
Iteration 110500, Residual: 1.432686e+00, Error: 3.721216e-02
Iteration 110600, Residual: 1.418299e+00, Error: 3.728865e-02
Iteration 110700, Residual: 1.404057e+00, Error: 3.736490e-02
Iteration 110800, Residual: 1.389957e+00, Error: 3.744091e-02
Iteration 110900, Residual: 1.375999e+00, Error: 3.751667e-02
Iteration 111000, Residual: 1.362182e+00, Error: 3.759217e-02
Iteration 111100, Residual: 1.348503e+00, Error: 3.766739e-02
Iteration 111200, Residual: 1.334961e+00, Error: 3.774233e-02
Iteration 111300, Residual: 1.321556e+00, Error: 3.781697e-02
Iteration 111400, Residual: 1.308285e+00, Error: 3.789131e-02
Iteration 111500, Residual: 1.295147e+00, Error: 3.796534e-02
Iteration 111600, Residual: 1.282141e+00, Error: 3.803905e-02
Iteration 111700, Residual: 1.269266e+00, Error: 3.811243e-02
Iteration 111800, Residual: 1.256520e+00, Error: 3.818548e-02
Iteration 111900, Residual: 1.243902e+00, Error: 3.825819e-02
Iteration 112000, Residual: 1.231411e+00, Error: 3.833055e-02
Iteration 112100, Residual: 1.219045e+00, Error: 3.840256e-02
Iteration 112200, Residual: 1.206804e+00, Error: 3.847420e-02
Iteration 112300, Residual: 1.194685e+00, Error: 3.854549e-02
Iteration 112400, Residual: 1.182688e+00, Error: 3.861640e-02
Iteration 112500, Residual: 1.170812e+00, Error: 3.868693e-02
Iteration 112600, Residual: 1.159055e+00, Error: 3.875709e-02
Iteration 112700, Residual: 1.147415e+00, Error: 3.882686e-02
Iteration 112800, Residual: 1.135893e+00, Error: 3.889624e-02
Iteration 112900, Residual: 1.124487e+00, Error: 3.896522e-02
Iteration 113000, Residual: 1.113195e+00, Error: 3.903381e-02
Iteration 113100, Residual: 1.102016e+00, Error: 3.910200e-02
Iteration 113200, Residual: 1.090950e+00, Error: 3.916979e-02
Iteration 113300, Residual: 1.079994e+00, Error: 3.923717e-02
Iteration 113400, Residual: 1.069149e+00, Error: 3.930414e-02
Iteration 113500, Residual: 1.058413e+00, Error: 3.937070e-02
Iteration 113600, Residual: 1.047784e+00, Error: 3.943685e-02
Iteration 113700, Residual: 1.037263e+00, Error: 3.950257e-02
Iteration 113800, Residual: 1.026847e+00, Error: 3.956788e-02
Iteration 113900, Residual: 1.016535e+00, Error: 3.963277e-02
Iteration 114000, Residual: 1.006327e+00, Error: 3.969724e-02
Iteration 114100, Residual: 9.962217e-01, Error: 3.976129e-02
Iteration 114200, Residual: 9.862177e-01, Error: 3.982491e-02
Iteration 114300, Residual: 9.763142e-01, Error: 3.988810e-02
Iteration 114400, Residual: 9.665101e-01, Error: 3.995087e-02
Iteration 114500, Residual: 9.568045e-01, Error: 4.001321e-02
Iteration 114600, Residual: 9.471963e-01, Error: 4.007512e-02
Iteration 114700, Residual: 9.376847e-01, Error: 4.013660e-02
Iteration 114800, Residual: 9.282685e-01, Error: 4.019766e-02
Iteration 114900, Residual: 9.189469e-01, Error: 4.025828e-02
Iteration 115000, Residual: 9.097189e-01, Error: 4.031848e-02
Iteration 115100, Residual: 9.005836e-01, Error: 4.037824e-02
Iteration 115200, Residual: 8.915400e-01, Error: 4.043758e-02
Iteration 115300, Residual: 8.825872e-01, Error: 4.049649e-02
Final Iteration 115329, Residual: 8.800078e-01, Error: 4.051349e-02
Total Time: 373.557220 s
Total Bandwidth: 1376.770231 GB/s
Total GFLOPS: 258.144418 GFLOPS
====Task 1 completed====.
Running task2 with 4 MPI processes...
Iteration 100, Residual: 1.523466e+06, Error: 2.575995e+03
Iteration 200, Residual: 9.207113e+05, Error: 2.528419e+03
Iteration 300, Residual: 6.886733e+05, Error: 2.489798e+03
Iteration 400, Residual: 5.622326e+05, Error: 2.455886e+03
Iteration 500, Residual: 4.815297e+05, Error: 2.425031e+03
