mpicxx -O3 -DUSE_HIP -w src/task1.cu -o build/task1
mpicxx -O3 -DUSE_HIP -w src/task2.cu -o build/task2
Running task1...
Iteration 100, Residual: 1.612945e+06, Error: 2.524606e+03
Iteration 32600, Residual: 1.481046e+04, Error: 2.534774e+02
Iteration 32700, Residual: 1.471110e+04, Error: 2.517775e+02
Iteration 32800, Residual: 1.461241e+04, Error: 2.500890e+02
Iteration 32900, Residual: 1.451438e+04, Error: 2.484118e+02
Iteration 33000, Residual: 1.441701e+04, Error: 2.467459e+02
Iteration 33100, Residual: 1.432030e+04, Error: 2.450912e+02
Iteration 33200, Residual: 1.422423e+04, Error: 2.434475e+02
Iteration 33300, Residual: 1.412881e+04, Error: 2.418149e+02
Iteration 33400, Residual: 1.403403e+04, Error: 2.401933e+02
Iteration 33500, Residual: 1.393989e+04, Error: 2.385825e+02
Iteration 33600, Residual: 1.384638e+04, Error: 2.369825e+02
Iteration 33700, Residual: 1.375350e+04, Error: 2.353932e+02
Iteration 33800, Residual: 1.366124e+04, Error: 2.338146e+02
Iteration 33900, Residual: 1.356960e+04, Error: 2.322466e+02
Iteration 34000, Residual: 1.347858e+04, Error: 2.306891e+02
Iteration 34100, Residual: 1.338817e+04, Error: 2.291421e+02
Iteration 34200, Residual: 1.329836e+04, Error: 2.276054e+02
Iteration 34300, Residual: 1.320916e+04, Error: 2.260791e+02
Iteration 34400, Residual: 1.312056e+04, Error: 2.245629e+02
Iteration 34500, Residual: 1.303255e+04, Error: 2.230570e+02
Iteration 34600, Residual: 1.294514e+04, Error: 2.215611e+02
Iteration 34700, Residual: 1.285831e+04, Error: 2.200753e+02
Iteration 34800, Residual: 1.277206e+04, Error: 2.185995e+02
Iteration 34900, Residual: 1.268639e+04, Error: 2.171335e+02
Iteration 35000, Residual: 1.260130e+04, Error: 2.156774e+02
Iteration 35100, Residual: 1.251678e+04, Error: 2.142310e+02
Iteration 35200, Residual: 1.243283e+04, Error: 2.127943e+02
Iteration 35300, Residual: 1.234944e+04, Error: 2.113673e+02
Iteration 35400, Residual: 1.226661e+04, Error: 2.099499e+02
Iteration 35500, Residual: 1.218433e+04, Error: 2.085419e+02
Iteration 35600, Residual: 1.210261e+04, Error: 2.071434e+02
Iteration 35700, Residual: 1.202144e+04, Error: 2.057543e+02
Iteration 35800, Residual: 1.194081e+04, Error: 2.043745e+02
Iteration 35900, Residual: 1.186072e+04, Error: 2.030039e+02
Iteration 36000, Residual: 1.178117e+04, Error: 2.016425e+02
Iteration 36100, Residual: 1.170216e+04, Error: 2.002903e+02
Iteration 36200, Residual: 1.162367e+04, Error: 1.989471e+02
Iteration 36300, Residual: 1.154571e+04, Error: 1.976130e+02
Iteration 36400, Residual: 1.146828e+04, Error: 1.962877e+02
Iteration 36500, Residual: 1.139136e+04, Error: 1.949714e+02
Iteration 36600, Residual: 1.131496e+04, Error: 1.936639e+02
Iteration 36700, Residual: 1.123907e+04, Error: 1.923652e+02
Iteration 36800, Residual: 1.116370e+04, Error: 1.910752e+02
Iteration 36900, Residual: 1.108882e+04, Error: 1.897938e+02
Iteration 37000, Residual: 1.101446e+04, Error: 1.885210e+02
Iteration 37100, Residual: 1.094058e+04, Error: 1.872568e+02
Iteration 37200, Residual: 1.086721e+04, Error: 1.860010e+02
Iteration 37300, Residual: 1.079433e+04, Error: 1.847537e+02
Iteration 37400, Residual: 1.072193e+04, Error: 1.835147e+02
Iteration 37500, Residual: 1.065003e+04, Error: 1.822840e+02
Iteration 37600, Residual: 1.057860e+04, Error: 1.810616e+02
Iteration 37700, Residual: 1.050766e+04, Error: 1.798474e+02
Iteration 37800, Residual: 1.043719e+04, Error: 1.786413e+02
Iteration 37900, Residual: 1.036719e+04, Error: 1.774434e+02
Iteration 38000, Residual: 1.029766e+04, Error: 1.762534e+02
Iteration 38100, Residual: 1.022860e+04, Error: 1.750714e+02
Iteration 38200, Residual: 1.016000e+04, Error: 1.738974e+02
Iteration 38300, Residual: 1.009187e+04, Error: 1.727312e+02
Iteration 38400, Residual: 1.002419e+04, Error: 1.715729e+02
Iteration 38500, Residual: 9.956959e+03, Error: 1.704223e+02
Iteration 38600, Residual: 9.890184e+03, Error: 1.692794e+02
Iteration 38700, Residual: 9.823857e+03, Error: 1.681442e+02
Iteration 38800, Residual: 9.757975e+03, Error: 1.670166e+02
Iteration 38900, Residual: 9.692535e+03, Error: 1.658966e+02
Iteration 39000, Residual: 9.627533e+03, Error: 1.647841e+02
Iteration 39100, Residual: 9.562968e+03, Error: 1.636790e+02
Iteration 39200, Residual: 9.498836e+03, Error: 1.625814e+02
Iteration 39300, Residual: 9.435134e+03, Error: 1.614911e+02
Iteration 39400, Residual: 9.371860e+03, Error: 1.604081e+02
Iteration 39500, Residual: 9.309010e+03, Error: 1.593324e+02
Iteration 39600, Residual: 9.246581e+03, Error: 1.582639e+02
Iteration 39700, Residual: 9.184572e+03, Error: 1.572026e+02
Iteration 39800, Residual: 9.122978e+03, Error: 1.561484e+02
Iteration 39900, Residual: 9.061798e+03, Error: 1.551012e+02
Iteration 40000, Residual: 9.001027e+03, Error: 1.540611e+02
Iteration 40100, Residual: 8.940665e+03, Error: 1.530280e+02
Iteration 40200, Residual: 8.880707e+03, Error: 1.520017e+02
Iteration 40300, Residual: 8.821152e+03, Error: 1.509824e+02
Iteration 40400, Residual: 8.761996e+03, Error: 1.499699e+02
Iteration 40500, Residual: 8.703237e+03, Error: 1.489642e+02
Iteration 40600, Residual: 8.644872e+03, Error: 1.479652e+02
Iteration 40700, Residual: 8.586898e+03, Error: 1.469730e+02
Iteration 40800, Residual: 8.529313e+03, Error: 1.459873e+02
Iteration 40900, Residual: 8.472115e+03, Error: 1.450083e+02
Iteration 41000, Residual: 8.415300e+03, Error: 1.440359e+02
Iteration 41100, Residual: 8.358866e+03, Error: 1.430700e+02
Iteration 41200, Residual: 8.302811e+03, Error: 1.421105e+02
Iteration 41300, Residual: 8.247132e+03, Error: 1.411575e+02
Iteration 41400, Residual: 8.191826e+03, Error: 1.402109e+02
Iteration 41500, Residual: 8.136891e+03, Error: 1.392706e+02
Iteration 41600, Residual: 8.082325e+03, Error: 1.383367e+02
Iteration 41700, Residual: 8.028125e+03, Error: 1.374090e+02
Iteration 41800, Residual: 7.974288e+03, Error: 1.364875e+02
Iteration 41900, Residual: 7.920812e+03, Error: 1.355722e+02
Iteration 42000, Residual: 7.867695e+03, Error: 1.346630e+02
Iteration 42100, Residual: 7.814934e+03, Error: 1.337600e+02
Iteration 42200, Residual: 7.762527e+03, Error: 1.328630e+02
Iteration 42300, Residual: 7.710471e+03, Error: 1.319720e+02
Iteration 42400, Residual: 7.658765e+03, Error: 1.310870e+02
Iteration 42500, Residual: 7.607405e+03, Error: 1.302079e+02
Iteration 42600, Residual: 7.556390e+03, Error: 1.293347e+02
Iteration 42700, Residual: 7.505717e+03, Error: 1.284674e+02
Iteration 42800, Residual: 7.455384e+03, Error: 1.276058e+02
Iteration 42900, Residual: 7.405389e+03, Error: 1.267501e+02
Iteration 43000, Residual: 7.355728e+03, Error: 1.259001e+02
Iteration 43100, Residual: 7.306401e+03, Error: 1.250558e+02
Iteration 43200, Residual: 7.257405e+03, Error: 1.242172e+02
Iteration 43300, Residual: 7.208737e+03, Error: 1.233841e+02
Iteration 43400, Residual: 7.160396e+03, Error: 1.225567e+02
Iteration 43500, Residual: 7.112378e+03, Error: 1.217348e+02
Iteration 43600, Residual: 7.064683e+03, Error: 1.209185e+02
Iteration 43700, Residual: 7.017308e+03, Error: 1.201076e+02
Iteration 43800, Residual: 6.970250e+03, Error: 1.193021e+02
Iteration 43900, Residual: 6.923508e+03, Error: 1.185021e+02
Iteration 44000, Residual: 6.877080e+03, Error: 1.177074e+02
Iteration 44100, Residual: 6.830963e+03, Error: 1.169180e+02
Iteration 44200, Residual: 6.785155e+03, Error: 1.161339e+02
Iteration 44300, Residual: 6.739654e+03, Error: 1.153551e+02
Iteration 44400, Residual: 6.694459e+03, Error: 1.145815e+02
Iteration 44500, Residual: 6.649566e+03, Error: 1.138131e+02
Iteration 44600, Residual: 6.604975e+03, Error: 1.130499e+02
Iteration 44700, Residual: 6.560683e+03, Error: 1.122918e+02
Iteration 44800, Residual: 6.516688e+03, Error: 1.115387e+02
Iteration 44900, Residual: 6.472987e+03, Error: 1.107907e+02
Iteration 45000, Residual: 6.429580e+03, Error: 1.100477e+02
Iteration 45100, Residual: 6.386464e+03, Error: 1.093098e+02
Iteration 45200, Residual: 6.343637e+03, Error: 1.085767e+02
Iteration 45300, Residual: 6.301098e+03, Error: 1.078486e+02
Iteration 45400, Residual: 6.258843e+03, Error: 1.071253e+02
Iteration 45500, Residual: 6.216872e+03, Error: 1.064069e+02
Iteration 45600, Residual: 6.175183e+03, Error: 1.056933e+02
Iteration 45700, Residual: 6.133773e+03, Error: 1.049845e+02
Iteration 45800, Residual: 6.092641e+03, Error: 1.042805e+02
Iteration 45900, Residual: 6.051784e+03, Error: 1.035812e+02
Iteration 46000, Residual: 6.011202e+03, Error: 1.028865e+02
Iteration 46100, Residual: 5.970891e+03, Error: 1.021966e+02
Iteration 46200, Residual: 5.930852e+03, Error: 1.015112e+02
Iteration 46300, Residual: 5.891080e+03, Error: 1.008305e+02
Iteration 46400, Residual: 5.851575e+03, Error: 1.001543e+02
Iteration 46500, Residual: 5.812336e+03, Error: 9.948263e+01
Iteration 46600, Residual: 5.773359e+03, Error: 9.881548e+01
Iteration 46700, Residual: 5.734644e+03, Error: 9.815281e+01
Iteration 46800, Residual: 5.696188e+03, Error: 9.749458e+01
Iteration 46900, Residual: 5.657990e+03, Error: 9.684076e+01
Iteration 47000, Residual: 5.620049e+03, Error: 9.619133e+01
Iteration 47100, Residual: 5.582362e+03, Error: 9.554625e+01
Iteration 47200, Residual: 5.544927e+03, Error: 9.490550e+01
Iteration 47300, Residual: 5.507744e+03, Error: 9.426904e+01
Iteration 47400, Residual: 5.470810e+03, Error: 9.363686e+01
Iteration 47500, Residual: 5.434123e+03, Error: 9.300891e+01
Iteration 47600, Residual: 5.397683e+03, Error: 9.238517e+01
Iteration 47700, Residual: 5.361487e+03, Error: 9.176562e+01
Iteration 47800, Residual: 5.325534e+03, Error: 9.115022e+01
Iteration 47900, Residual: 5.289822e+03, Error: 9.053895e+01
Iteration 48000, Residual: 5.254349e+03, Error: 8.993177e+01
Iteration 48100, Residual: 5.219114e+03, Error: 8.932867e+01
Iteration 48200, Residual: 5.184116e+03, Error: 8.872961e+01
Iteration 48300, Residual: 5.149352e+03, Error: 8.813457e+01
Iteration 48400, Residual: 5.114821e+03, Error: 8.754352e+01
Iteration 48500, Residual: 5.080522e+03, Error: 8.695643e+01
Iteration 48600, Residual: 5.046453e+03, Error: 8.637328e+01
Iteration 48700, Residual: 5.012613e+03, Error: 8.579405e+01
Iteration 48800, Residual: 4.978999e+03, Error: 8.521869e+01
Iteration 48900, Residual: 4.945611e+03, Error: 8.464719e+01
Iteration 49000, Residual: 4.912446e+03, Error: 8.407953e+01
Iteration 49100, Residual: 4.879504e+03, Error: 8.351567e+01
Iteration 49200, Residual: 4.846783e+03, Error: 8.295559e+01
Iteration 49300, Residual: 4.814282e+03, Error: 8.239927e+01
Iteration 49400, Residual: 4.781998e+03, Error: 8.184668e+01
Iteration 49500, Residual: 4.749931e+03, Error: 8.129780e+01
Iteration 49600, Residual: 4.718079e+03, Error: 8.075260e+01
Iteration 49700, Residual: 4.686440e+03, Error: 8.021105e+01
Iteration 49800, Residual: 4.655014e+03, Error: 7.967313e+01
Iteration 49900, Residual: 4.623798e+03, Error: 7.913882e+01
Iteration 50000, Residual: 4.592792e+03, Error: 7.860810e+01
Iteration 50100, Residual: 4.561994e+03, Error: 7.808093e+01
Iteration 50200, Residual: 4.531402e+03, Error: 7.755730e+01
Iteration 50300, Residual: 4.501015e+03, Error: 7.703718e+01
Iteration 50400, Residual: 4.470832e+03, Error: 7.652054e+01
Iteration 50500, Residual: 4.440852e+03, Error: 7.600738e+01
Iteration 50600, Residual: 4.411072e+03, Error: 7.549765e+01
Iteration 50700, Residual: 4.381492e+03, Error: 7.499134e+01
Iteration 50800, Residual: 4.352111e+03, Error: 7.448843e+01
Iteration 50900, Residual: 4.322927e+03, Error: 7.398888e+01
Iteration 51000, Residual: 4.293938e+03, Error: 7.349269e+01
Iteration 51100, Residual: 4.265144e+03, Error: 7.299983e+01
Iteration 51200, Residual: 4.236542e+03, Error: 7.251027e+01
Iteration 51300, Residual: 4.208133e+03, Error: 7.202399e+01
Iteration 51400, Residual: 4.179914e+03, Error: 7.154098e+01
Iteration 51500, Residual: 4.151884e+03, Error: 7.106120e+01
Iteration 51600, Residual: 4.124043e+03, Error: 7.058464e+01
Iteration 51700, Residual: 4.096388e+03, Error: 7.011128e+01
Iteration 51800, Residual: 4.068918e+03, Error: 6.964109e+01
Iteration 51900, Residual: 4.041633e+03, Error: 6.917406e+01
Iteration 52000, Residual: 4.014530e+03, Error: 6.871015e+01
Iteration 52100, Residual: 3.987610e+03, Error: 6.824936e+01
Iteration 52200, Residual: 3.960870e+03, Error: 6.779166e+01
Iteration 52300, Residual: 3.934309e+03, Error: 6.733702e+01
Iteration 52400, Residual: 3.907926e+03, Error: 6.688544e+01
Iteration 52500, Residual: 3.881721e+03, Error: 6.643688e+01
Iteration 52600, Residual: 3.855691e+03, Error: 6.599133e+01
Iteration 52700, Residual: 3.829835e+03, Error: 6.554877e+01
Iteration 52800, Residual: 3.804153e+03, Error: 6.510918e+01
Iteration 52900, Residual: 3.778643e+03, Error: 6.467253e+01
Iteration 53000, Residual: 3.753304e+03, Error: 6.423882e+01
Iteration 53100, Residual: 3.728135e+03, Error: 6.380801e+01
Iteration 53200, Residual: 3.703135e+03, Error: 6.338009e+01
Iteration 53300, Residual: 3.678303e+03, Error: 6.295504e+01
Iteration 53400, Residual: 3.653637e+03, Error: 6.253284e+01
Iteration 53500, Residual: 3.629136e+03, Error: 6.211347e+01
Iteration 53600, Residual: 3.604800e+03, Error: 6.169691e+01
Iteration 53700, Residual: 3.580627e+03, Error: 6.128315e+01
Iteration 53800, Residual: 3.556616e+03, Error: 6.087216e+01
Iteration 53900, Residual: 3.532766e+03, Error: 6.046393e+01
Iteration 54000, Residual: 3.509076e+03, Error: 6.005843e+01
Iteration 54100, Residual: 3.485545e+03, Error: 5.965566e+01
Iteration 54200, Residual: 3.462172e+03, Error: 5.925558e+01
Iteration 54300, Residual: 3.438955e+03, Error: 5.885819e+01
Iteration 54400, Residual: 3.415894e+03, Error: 5.846347e+01
Iteration 54500, Residual: 3.392988e+03, Error: 5.807139e+01
Iteration 54600, Residual: 3.370235e+03, Error: 5.768193e+01
Iteration 54700, Residual: 3.347635e+03, Error: 5.729510e+01
Iteration 54800, Residual: 3.325187e+03, Error: 5.691085e+01
Iteration 54900, Residual: 3.302889e+03, Error: 5.652918e+01
Iteration 55000, Residual: 3.280740e+03, Error: 5.615007e+01
Iteration 55100, Residual: 3.258740e+03, Error: 5.577351e+01
Iteration 55200, Residual: 3.236888e+03, Error: 5.539947e+01
Iteration 55300, Residual: 3.215182e+03, Error: 5.502793e+01
Iteration 55400, Residual: 3.193622e+03, Error: 5.465889e+01
Iteration 55500, Residual: 3.172206e+03, Error: 5.429232e+01
Iteration 55600, Residual: 3.150934e+03, Error: 5.392821e+01
Iteration 55700, Residual: 3.129804e+03, Error: 5.356655e+01
Iteration 55800, Residual: 3.108817e+03, Error: 5.320731e+01
Iteration 55900, Residual: 3.087970e+03, Error: 5.285047e+01
Iteration 56000, Residual: 3.067262e+03, Error: 5.249603e+01
Iteration 56100, Residual: 3.046694e+03, Error: 5.214397e+01
Iteration 56200, Residual: 3.026263e+03, Error: 5.179427e+01
Iteration 56300, Residual: 3.005970e+03, Error: 5.144691e+01
Iteration 56400, Residual: 2.985813e+03, Error: 5.110188e+01
Iteration 56500, Residual: 2.965790e+03, Error: 5.075917e+01
Iteration 56600, Residual: 2.945902e+03, Error: 5.041875e+01
Iteration 56700, Residual: 2.926148e+03, Error: 5.008062e+01
Iteration 56800, Residual: 2.906526e+03, Error: 4.974476e+01
Iteration 56900, Residual: 2.887035e+03, Error: 4.941114e+01
Iteration 57000, Residual: 2.867675e+03, Error: 4.907977e+01
Iteration 57100, Residual: 2.848445e+03, Error: 4.875061e+01
Iteration 57200, Residual: 2.829344e+03, Error: 4.842367e+01
Iteration 57300, Residual: 2.810371e+03, Error: 4.809891e+01
Iteration 57400, Residual: 2.791526e+03, Error: 4.777634e+01
Iteration 57500, Residual: 2.772806e+03, Error: 4.745592e+01
Iteration 57600, Residual: 2.754212e+03, Error: 4.713766e+01
Iteration 57700, Residual: 2.735743e+03, Error: 4.682153e+01
Iteration 57800, Residual: 2.717398e+03, Error: 4.650752e+01
Iteration 57900, Residual: 2.699176e+03, Error: 4.619561e+01
Iteration 58000, Residual: 2.681076e+03, Error: 4.588580e+01
Iteration 58100, Residual: 2.663097e+03, Error: 4.557807e+01
Iteration 58200, Residual: 2.645239e+03, Error: 4.527239e+01
Iteration 58300, Residual: 2.627500e+03, Error: 4.496877e+01
Iteration 58400, Residual: 2.609881e+03, Error: 4.466719e+01
Iteration 58500, Residual: 2.592380e+03, Error: 4.436762e+01
Iteration 58600, Residual: 2.574996e+03, Error: 4.407007e+01
Iteration 58700, Residual: 2.557728e+03, Error: 4.377451e+01
Iteration 58800, Residual: 2.540577e+03, Error: 4.348093e+01
Iteration 58900, Residual: 2.523540e+03, Error: 4.318932e+01
Iteration 59000, Residual: 2.506618e+03, Error: 4.289967e+01
Iteration 59100, Residual: 2.489809e+03, Error: 4.261196e+01
Iteration 59200, Residual: 2.473113e+03, Error: 4.232618e+01
Iteration 59300, Residual: 2.456529e+03, Error: 4.204232e+01
Iteration 59400, Residual: 2.440056e+03, Error: 4.176035e+01
Iteration 59500, Residual: 2.423693e+03, Error: 4.148028e+01
Iteration 59600, Residual: 2.407441e+03, Error: 4.120209e+01
Iteration 59700, Residual: 2.391297e+03, Error: 4.092577e+01
Iteration 59800, Residual: 2.375261e+03, Error: 4.065129e+01
Iteration 59900, Residual: 2.359333e+03, Error: 4.037866e+01
Iteration 60000, Residual: 2.343512e+03, Error: 4.010786e+01
Iteration 60100, Residual: 2.327797e+03, Error: 3.983887e+01
Iteration 60200, Residual: 2.312187e+03, Error: 3.957168e+01
Iteration 60300, Residual: 2.296682e+03, Error: 3.930629e+01
Iteration 60400, Residual: 2.281281e+03, Error: 3.904268e+01
Iteration 60500, Residual: 2.265984e+03, Error: 3.878083e+01
Iteration 60600, Residual: 2.250788e+03, Error: 3.852074e+01
Iteration 60700, Residual: 2.235695e+03, Error: 3.826240e+01
Iteration 60800, Residual: 2.220703e+03, Error: 3.800578e+01
Iteration 60900, Residual: 2.205811e+03, Error: 3.775089e+01
Iteration 61000, Residual: 2.191020e+03, Error: 3.749771e+01
Iteration 61100, Residual: 2.176327e+03, Error: 3.724622e+01
Iteration 61200, Residual: 2.161733e+03, Error: 3.699642e+01
Iteration 61300, Residual: 2.147237e+03, Error: 3.674830e+01
Iteration 61400, Residual: 2.132838e+03, Error: 3.650184e+01
Iteration 61500, Residual: 2.118536e+03, Error: 3.625704e+01
Iteration 61600, Residual: 2.104329e+03, Error: 3.601387e+01
Iteration 61700, Residual: 2.090218e+03, Error: 3.577234e+01
Iteration 61800, Residual: 2.076202e+03, Error: 3.553242e+01
Iteration 61900, Residual: 2.062279e+03, Error: 3.529412e+01
Iteration 62000, Residual: 2.048450e+03, Error: 3.505741e+01
Iteration 62100, Residual: 2.034714e+03, Error: 3.482229e+01
Iteration 62200, Residual: 2.021069e+03, Error: 3.458875e+01
Iteration 62300, Residual: 2.007516e+03, Error: 3.435677e+01
Iteration 62400, Residual: 1.994054e+03, Error: 3.412635e+01
Iteration 62500, Residual: 1.980683e+03, Error: 3.389747e+01
Iteration 62600, Residual: 1.967401e+03, Error: 3.367013e+01
Iteration 62700, Residual: 1.954208e+03, Error: 3.344431e+01
Iteration 62800, Residual: 1.941103e+03, Error: 3.322001e+01
Iteration 62900, Residual: 1.928087e+03, Error: 3.299721e+01
Iteration 63000, Residual: 1.915157e+03, Error: 3.277591e+01
Iteration 63100, Residual: 1.902315e+03, Error: 3.255609e+01
Iteration 63200, Residual: 1.889558e+03, Error: 3.233774e+01
Iteration 63300, Residual: 1.876887e+03, Error: 3.212086e+01
Iteration 63400, Residual: 1.864301e+03, Error: 3.190543e+01
Iteration 63500, Residual: 1.851800e+03, Error: 3.169145e+01
Iteration 63600, Residual: 1.839382e+03, Error: 3.147890e+01
Iteration 63700, Residual: 1.827047e+03, Error: 3.126778e+01
Iteration 63800, Residual: 1.814796e+03, Error: 3.105807e+01
Iteration 63900, Residual: 1.802626e+03, Error: 3.084977e+01
Iteration 64000, Residual: 1.790538e+03, Error: 3.064287e+01
Iteration 64100, Residual: 1.778531e+03, Error: 3.043735e+01
Iteration 64200, Residual: 1.766605e+03, Error: 3.023322e+01
Iteration 64300, Residual: 1.754758e+03, Error: 3.003045e+01
Iteration 64400, Residual: 1.742991e+03, Error: 2.982904e+01
Iteration 64500, Residual: 1.731303e+03, Error: 2.962898e+01
Iteration 64600, Residual: 1.719693e+03, Error: 2.943026e+01
Iteration 64700, Residual: 1.708161e+03, Error: 2.923288e+01
Iteration 64800, Residual: 1.696707e+03, Error: 2.903682e+01
Iteration 64900, Residual: 1.685329e+03, Error: 2.884208e+01
Iteration 65000, Residual: 1.674028e+03, Error: 2.864864e+01
Iteration 65100, Residual: 1.662802e+03, Error: 2.845649e+01
Iteration 65200, Residual: 1.651652e+03, Error: 2.826564e+01
Iteration 65300, Residual: 1.640576e+03, Error: 2.807607e+01
Iteration 65400, Residual: 1.629575e+03, Error: 2.788776e+01
Iteration 65500, Residual: 1.618647e+03, Error: 2.770072e+01
Iteration 65600, Residual: 1.607793e+03, Error: 2.751494e+01
Iteration 65700, Residual: 1.597011e+03, Error: 2.733040e+01
Iteration 65800, Residual: 1.586302e+03, Error: 2.714710e+01
Iteration 65900, Residual: 1.575665e+03, Error: 2.696503e+01
Iteration 66000, Residual: 1.565099e+03, Error: 2.678417e+01
Iteration 66100, Residual: 1.554603e+03, Error: 2.660454e+01
Iteration 66200, Residual: 1.544179e+03, Error: 2.642610e+01
Iteration 66300, Residual: 1.533824e+03, Error: 2.624887e+01
Iteration 66400, Residual: 1.523538e+03, Error: 2.607282e+01
Iteration 66500, Residual: 1.513322e+03, Error: 2.589795e+01
Iteration 66600, Residual: 1.503174e+03, Error: 2.572425e+01
Iteration 66700, Residual: 1.493094e+03, Error: 2.555172e+01
Iteration 66800, Residual: 1.483081e+03, Error: 2.538035e+01
Iteration 66900, Residual: 1.473136e+03, Error: 2.521013e+01
Iteration 67000, Residual: 1.463258e+03, Error: 2.504104e+01
Iteration 67100, Residual: 1.453445e+03, Error: 2.487309e+01
Iteration 67200, Residual: 1.443699e+03, Error: 2.470627e+01
Iteration 67300, Residual: 1.434018e+03, Error: 2.454057e+01
Iteration 67400, Residual: 1.424401e+03, Error: 2.437598e+01
Iteration 67500, Residual: 1.414850e+03, Error: 2.421249e+01
Iteration 67600, Residual: 1.405362e+03, Error: 2.405010e+01
Iteration 67700, Residual: 1.395938e+03, Error: 2.388879e+01
Iteration 67800, Residual: 1.386577e+03, Error: 2.372857e+01
Iteration 67900, Residual: 1.377279e+03, Error: 2.356943e+01
Iteration 68000, Residual: 1.368043e+03, Error: 2.341135e+01
Iteration 68100, Residual: 1.358870e+03, Error: 2.325433e+01
Iteration 68200, Residual: 1.349757e+03, Error: 2.309836e+01
Iteration 68300, Residual: 1.340706e+03, Error: 2.294344e+01
Iteration 68400, Residual: 1.331716e+03, Error: 2.278956e+01
Iteration 68500, Residual: 1.322785e+03, Error: 2.263671e+01
Iteration 68600, Residual: 1.313915e+03, Error: 2.248489e+01
Iteration 68700, Residual: 1.305104e+03, Error: 2.233408e+01
Iteration 68800, Residual: 1.296353e+03, Error: 2.218428e+01
Iteration 68900, Residual: 1.287659e+03, Error: 2.203549e+01
Iteration 69000, Residual: 1.279025e+03, Error: 2.188770e+01
Iteration 69100, Residual: 1.270448e+03, Error: 2.174090e+01
Iteration 69200, Residual: 1.261929e+03, Error: 2.159509e+01
Iteration 69300, Residual: 1.253466e+03, Error: 2.145025e+01
Iteration 69400, Residual: 1.245061e+03, Error: 2.130638e+01
Iteration 69500, Residual: 1.236712e+03, Error: 2.116348e+01
Iteration 69600, Residual: 1.228419e+03, Error: 2.102153e+01
Iteration 69700, Residual: 1.220181e+03, Error: 2.088054e+01
Iteration 69800, Residual: 1.211999e+03, Error: 2.074049e+01
Iteration 69900, Residual: 1.203871e+03, Error: 2.060139e+01
Iteration 70000, Residual: 1.195799e+03, Error: 2.046321e+01
Iteration 70100, Residual: 1.187780e+03, Error: 2.032597e+01
Iteration 70200, Residual: 1.179815e+03, Error: 2.018964e+01
Iteration 70300, Residual: 1.171903e+03, Error: 2.005423e+01
Iteration 70400, Residual: 1.164045e+03, Error: 1.991972e+01
Iteration 70500, Residual: 1.156239e+03, Error: 1.978612e+01
Iteration 70600, Residual: 1.148485e+03, Error: 1.965341e+01
Iteration 70700, Residual: 1.140784e+03, Error: 1.952160e+01
Iteration 70800, Residual: 1.133134e+03, Error: 1.939066e+01
Iteration 70900, Residual: 1.125536e+03, Error: 1.926061e+01
Iteration 71000, Residual: 1.117988e+03, Error: 1.913143e+01
Iteration 71100, Residual: 1.110491e+03, Error: 1.900311e+01
Iteration 71200, Residual: 1.103044e+03, Error: 1.887566e+01
Iteration 71300, Residual: 1.095647e+03, Error: 1.874906e+01
Iteration 71400, Residual: 1.088300e+03, Error: 1.862330e+01
Iteration 71500, Residual: 1.081002e+03, Error: 1.849840e+01
Iteration 71600, Residual: 1.073753e+03, Error: 1.837433e+01
Iteration 71700, Residual: 1.066553e+03, Error: 1.825109e+01
Iteration 71800, Residual: 1.059401e+03, Error: 1.812868e+01
Iteration 71900, Residual: 1.052297e+03, Error: 1.800709e+01
Iteration 72000, Residual: 1.045240e+03, Error: 1.788631e+01
Iteration 72100, Residual: 1.038231e+03, Error: 1.776635e+01
Iteration 72200, Residual: 1.031269e+03, Error: 1.764719e+01
Iteration 72300, Residual: 1.024354e+03, Error: 1.752882e+01
Iteration 72400, Residual: 1.017485e+03, Error: 1.741126e+01
Iteration 72500, Residual: 1.010662e+03, Error: 1.729448e+01
Iteration 72600, Residual: 1.003884e+03, Error: 1.717848e+01
Iteration 72700, Residual: 9.971524e+02, Error: 1.706326e+01
Iteration 72800, Residual: 9.904658e+02, Error: 1.694882e+01
Iteration 72900, Residual: 9.838239e+02, Error: 1.683514e+01
Iteration 73000, Residual: 9.772266e+02, Error: 1.672223e+01
Iteration 73100, Residual: 9.706735e+02, Error: 1.661007e+01
Iteration 73200, Residual: 9.641644e+02, Error: 1.649866e+01
Iteration 73300, Residual: 9.576989e+02, Error: 1.638801e+01
Iteration 73400, Residual: 9.512768e+02, Error: 1.627809e+01
Iteration 73500, Residual: 9.448978e+02, Error: 1.616891e+01
Iteration 73600, Residual: 9.385615e+02, Error: 1.606047e+01
Iteration 73700, Residual: 9.322677e+02, Error: 1.595275e+01
Iteration 73800, Residual: 9.260161e+02, Error: 1.584575e+01
Iteration 73900, Residual: 9.198065e+02, Error: 1.573947e+01
Iteration 74000, Residual: 9.136384e+02, Error: 1.563391e+01
Iteration 74100, Residual: 9.075118e+02, Error: 1.552905e+01
Iteration 74200, Residual: 9.014262e+02, Error: 1.542489e+01
Iteration 74300, Residual: 8.953814e+02, Error: 1.532144e+01
Iteration 74400, Residual: 8.893772e+02, Error: 1.521867e+01
Iteration 74500, Residual: 8.834132e+02, Error: 1.511660e+01
Iteration 74600, Residual: 8.774893e+02, Error: 1.501521e+01
